,season,team,identifier,name,unique_name,key_cricinfo,batting_style,player_type,bowling_style
534,2011,Deccan Chargers,2e8994e7,JP Duminy,JP Duminy,44932,Left hand Bat,Batting Allrounder,Right arm Offbreak
535,2011,Deccan Chargers,2a2e6343,DT Christian,DT Christian,4864,Right hand Bat,Allrounder,Right arm Fast medium
536,2011,Deccan Chargers,b720a5d6,DB Ravi Teja,DB Ravi Teja,237701,Right hand Bat,Batter,Legbreak Googly
537,2011,Deccan Chargers,8fd1a8f5,DW Steyn,DW Steyn,47492,Right hand Bat,Bowler,Right arm Fast
538,2011,Deccan Chargers,6b19d823,A Mishra,A Mishra,31107,Right hand Bat,Bowler,Legbreak
539,2011,Deccan Chargers,5bb1a1c4,I Sharma,I Sharma,236779,Right hand Bat,Bowler,Right arm Fast medium
540,2011,Deccan Chargers,6c6591ab,PP Ojha,PP Ojha,32130,Left hand Bat,Bowler,Slow Left arm Orthodox
541,2011,Rajasthan Royals,3a02626a,AG Paunikar,AG Paunikar,324444,Right hand Bat,Wicketkeeper Batter,NA
542,2011,Rajasthan Royals,0184dc35,R Dravid,R Dravid,28114,Right hand Bat,Top order Batter,Right arm Offbreak
543,2011,Rajasthan Royals,7c503806,J Botha,J Botha,44149,Right hand Bat,Allrounder,Right arm Offbreak
544,2011,Rajasthan Royals,b61a3e1a,LRPL Taylor,LRPL Taylor,38699,Right hand Bat,Middle order Batter,Right arm Offbreak
545,2011,Rajasthan Royals,c69a7b5c,AS Raut,AS Raut,230593,Right hand Bat,Allrounder,Legbreak Googly
546,2011,Rajasthan Royals,8291f939,AL Menaria,AL Menaria,371150,Left hand Bat,Allrounder,Slow Left arm Orthodox
547,2011,Rajasthan Royals,5b040b81,A Singh,A Singh,26789,Right hand Bat,Bowler,Right arm Medium fast
548,2011,Rajasthan Royals,3eac9d95,JDP Oram,JDP Oram,38062,Left hand Bat,Allrounder,Right arm Fast medium
549,2011,Rajasthan Royals,bb18be76,SK Warne,SK Warne,8166,Right hand Bat,Bowler,Legbreak Googly
550,2011,Rajasthan Royals,3d7e087f,SK Trivedi,SK Trivedi,35353,Right hand Bat,Bowler,Right arm Medium
551,2011,Rajasthan Royals,bd17b45f,STR Binny,STR Binny,27223,Right hand Bat,Allrounder,Right arm Medium
552,2011,Kochi Tuskers Kerala,b8a55852,BB McCullum,BB McCullum,37737,Right hand Bat,Wicketkeeper Batter,NA
553,2011,Kochi Tuskers Kerala,de8cce37,VVS Laxman,VVS Laxman,30750,Right hand Bat,Top order Batter,Right arm Offbreak
554,2011,Kochi Tuskers Kerala,d18f9182,DPMD Jayawardene,DPMD Jayawardene,49289,Right hand Bat,Batter,Right arm Medium
555,2011,Kochi Tuskers Kerala,b57f8a9a,BJ Hodge,BJ Hodge,5674,Right hand Bat,Top order Batter,Right arm Offbreak
556,2011,Kochi Tuskers Kerala,fe93fd9d,RA Jadeja,RA Jadeja,234675,Left hand Bat,Allrounder,Slow Left arm Orthodox
557,2011,Kochi Tuskers Kerala,b2570b38,RV Gomez,RV Gomez,28846,Right hand Bat,Allrounder,Right arm Medium
558,2011,Kochi Tuskers Kerala,b5da6c24,PA Patel,PA Patel,32242,Left hand Bat,Wicketkeeper Batter,NA
559,2011,Kochi Tuskers Kerala,4ba44e19,M Muralitharan,M Muralitharan,49636,Right hand Bat,Bowler,Right arm Offbreak
560,2011,Kochi Tuskers Kerala,41eb4a4f,R Vinay Kumar,R Vinay Kumar,35731,Right hand Bat,Bowler,Right arm Medium
561,2011,Kochi Tuskers Kerala,c3d1402f,RP Singh,RP Singh,35280,Right hand Bat,Bowler,Left arm Fast medium
562,2011,Kochi Tuskers Kerala,6b8eb6e5,S Sreesanth,S Sreesanth,34274,Right hand Bat,Bowler,Right arm Fast medium
563,2011,Royal Challengers Bangalore,00ea847a,MA Agarwal,MA Agarwal,398438,Right hand Bat,Batter,Right arm Offbreak
564,2011,Royal Challengers Bangalore,5bdcdb72,TM Dilshan,TM Dilshan,48472,Right hand Bat,Allrounder,Right arm Offbreak
565,2011,Royal Challengers Bangalore,ba607b88,V Kohli,V Kohli,253802,Right hand Bat,Top order Batter,Right arm Medium
566,2011,Royal Challengers Bangalore,c4487b84,AB de Villiers,AB de Villiers,44936,Right hand Bat,Wicketkeeper Batter,NA
567,2011,Royal Challengers Bangalore,709b0bac,SS Tiwary,SS Tiwary,35390,Left hand Bat,Top order Batter,NA
568,2011,Royal Challengers Bangalore,3ae3f034,AUK Pathan,AUK Pathan,430401,Right hand Bat,Bowler,Right arm Medium
569,2011,Royal Challengers Bangalore,d4f9dbd4,CA Pujara,CA Pujara,32540,Right hand Bat,Top order Batter,Legbreak
570,2011,Royal Challengers Bangalore,91a4a398,Z Khan,Z Khan,30102,Right hand Bat,Bowler,Left arm Fast medium
571,2011,Royal Challengers Bangalore,d7c6af50,DL Vettori,DL Vettori,38710,Left hand Bat,Allrounder,Slow Left arm Orthodox
572,2011,Royal Challengers Bangalore,c404f58a,DP Nannes,DP Nannes,6981,Right hand Bat,Bowler,Left arm Fast
573,2011,Royal Challengers Bangalore,66cf56a5,A Mithun,A Mithun,310958,Right hand Bat,Bowler,Right arm Medium
574,2011,Kings XI Punjab,2b6e6dec,AC Gilchrist,AC Gilchrist,5390,Left hand Bat,Wicketkeeper Batter,NA
575,2011,Kings XI Punjab,508a1ea7,SE Marsh,SE Marsh,6683,Left hand Bat,Top order Batter,Slow Left arm Orthodox
576,2011,Kings XI Punjab,25eeb281,PC Valthaty,PC Valthaty,35630,Right hand Bat,Batter,Right arm Medium
577,2011,Kings XI Punjab,c03f1114,KD Karthik,KD Karthik,30045,Right hand Bat,Wicketkeeper Batter,NA
578,2011,Kings XI Punjab,a45a5e8d,AM Nayar,AM Nayar,32091,Left hand Bat,Allrounder,Right arm Medium
579,2011,Kings XI Punjab,30e37810,Sunny Singh,Sunny Singh,35282,Right hand Bat,Batter,Right arm Medium fast
580,2011,Kings XI Punjab,c654af19,R McLaren,R McLaren,46393,Left hand Bat,Allrounder,Right arm Medium fast
581,2011,Kings XI Punjab,98ae73b1,PP Chawla,PP Chawla,32966,Left hand Bat,Bowling Allrounder,Legbreak
582,2011,Kings XI Punjab,e938e1bc,P Kumar,P Kumar,30732,Right hand Bat,Bowler,Right arm Medium
583,2011,Kings XI Punjab,6042bf26,NJ Rimmington,NJ Rimmington,7443,Right hand Bat,Bowler,Right arm Fast medium
584,2011,Kings XI Punjab,dc4686e6,BA Bhatt,BA Bhatt,433410,Left hand Bat,Bowler,Slow Left arm Orthodox
585,2011,Pune Warriors,72861603,GC Smith,GC Smith,47270,Left hand Bat,Opening Batter,Right arm Offbreak
586,2011,Pune Warriors,91ffa6c6,JD Ryder,JD Ryder,38373,Left hand Bat,Allrounder,Right arm Medium
587,2011,Pune Warriors,c42aaf71,M Manhas,M Manhas,31001,Right hand Bat,Allrounder,Right arm Offbreak
588,2011,Pune Warriors,1c17e270,RV Uthappa,RV Uthappa,35582,Right hand Bat,Batter,Right arm Medium
589,2011,Pune Warriors,1c914163,Yuvraj Singh,Yuvraj Singh,36084,Left hand Bat,Middle order Batter,Slow Left arm Orthodox
590,2011,Pune Warriors,6afb26d6,MD Mishra,MD Mishra,31028,Right hand Bat,Batter,Right arm Offbreak
591,2011,Pune Warriors,5d9a1a73,R Sharma,R Sharma,272994,Right hand Bat,Bowler,Legbreak Googly
592,2011,Pune Warriors,abfeb126,M Kartik,M Kartik,30049,Left hand Bat,Bowler,Slow Left arm Orthodox
593,2011,Pune Warriors,dddca1d6,SB Wagh,SB Wagh,279552,Left hand Bat,Allrounder,Left arm Medium fast
594,2011,Pune Warriors,3a60e0b5,WD Parnell,WD Parnell,265564,Left hand Bat,Bowler,Left arm Medium fast
595,2011,Pune Warriors,b552a935,AC Thomas,AC Thomas,47569,Right hand Bat,Bowler,Right arm Fast medium
596,2011,Delhi Daredevils,dcce6f09,DA Warner,DA Warner,219889,Left hand Bat,Opening Batter,Legbreak
597,2011,Delhi Daredevils,8ba8195d,V Sehwag,V Sehwag,35263,Right hand Bat,Top order Batter,Right arm Offbreak
598,2011,Delhi Daredevils,0c94f480,UBT Chand,UBT Chand,446499,Right hand Bat,Top order Batter,Right arm Offbreak
599,2011,Delhi Daredevils,b8d490fd,AJ Finch,AJ Finch,5334,Right hand Bat,Top order Batter,Slow Left arm Orthodox
600,2011,Delhi Daredevils,890946a0,NV Ojha,NV Ojha,32102,Right hand Bat,Wicketkeeper Batter,NA
601,2011,Delhi Daredevils,fe763256,Y Venugopal Rao,Y Venugopal Rao,35805,Right hand Bat,Middle order Batter,Right arm Offbreak
602,2011,Delhi Daredevils,5fa06777,IK Pathan,IK Pathan,32685,Left hand Bat,Allrounder,Left arm Medium fast
603,2011,Delhi Daredevils,05c2ca46,RE van der Merwe,RE van der Merwe,47850,Right hand Bat,Allrounder,Slow Left arm Orthodox
604,2011,Delhi Daredevils,5bb5a915,M Morkel,M Morkel,46538,Left hand Bat,Bowler,Right arm Fast
605,2011,Delhi Daredevils,cc1e8c68,UT Yadav,UT Yadav,376116,Right hand Bat,Bowler,Right arm Fast
606,2011,Delhi Daredevils,66b30f71,AB Dinda,AB Dinda,227712,Right hand Bat,Bowler,Right arm Medium fast
607,2011,Mumbai Indians,a84468fe,DJ Jacobs,DJ Jacobs,45782,Right hand Bat,Wicketkeeper Batter,NA
608,2011,Mumbai Indians,d2c2b2d5,SR Tendulkar,SR Tendulkar,35320,Right hand Bat,Top order Batter,"Right arm Offbreak, Legbreak Googly"
609,2011,Mumbai Indians,70d205c9,AT Rayudu,AT Rayudu,33141,Right hand Bat,Middle order Batter,Right arm Offbreak
610,2011,Mumbai Indians,740742ef,RG Sharma,RG Sharma,34102,Right hand Bat,Top order Batter,Right arm Offbreak
611,2011,Mumbai Indians,a757b0d8,KA Pollard,KA Pollard,230559,Right hand Bat,Allrounder,Right arm Medium
612,2011,Mumbai Indians,cf73ad76,JEC Franklin,JEC Franklin,37004,Left hand Bat,Allrounder,Left arm Medium
613,2011,Mumbai Indians,626c5379,R Sathish,R Sathish,33870,Right hand Bat,Allrounder,Right arm Medium
614,2011,Mumbai Indians,8b5b6769,Harbhajan Singh,Harbhajan Singh,29264,Right hand Bat,Bowler,Right arm Offbreak
615,2011,Mumbai Indians,ef5da05c,AG Murtaza,AG Murtaza,26490,Left hand Bat,Bowler,Slow Left arm Orthodox
616,2011,Mumbai Indians,f0f628c7,MM Patel,MM Patel,32965,Right hand Bat,Bowler,Right arm Medium fast
617,2011,Mumbai Indians,a12e1d51,SL Malinga,SL Malinga,49758,Right hand Bat,Bowler,Right arm Fast
618,2011,Kolkata Knight Riders,4ec07775,RN ten Doeschate,RN ten Doeschate,47660,Right hand Bat,Allrounder,Right arm Medium fast
619,2011,Kolkata Knight Riders,1e66c162,JD Unadkat,JD Unadkat,390484,Right hand Bat,Bowler,Left arm Medium
620,2011,Delhi Daredevils,9d80c5e1,S Nadeem,S Nadeem,31872,Right hand Bat,Bowler,Slow Left arm Orthodox
621,2011,Rajasthan Royals,29e95537,AM Rahane,AM Rahane,277916,Right hand Bat,Top order Batter,Right arm Medium
622,2011,Rajasthan Royals,addfb70e,SW Tait,SW Tait,8076,Right hand Bat,Bowler,Right arm Fast
623,2011,Kings XI Punjab,12eddf28,RJ Harris,RJ Harris,5779,Right hand Bat,Bowler,Right arm Fast
624,2011,Deccan Chargers,3fca55af,S Sohal,S Sohal,228943,Right hand Bat,Batter,Legbreak
625,2011,Deccan Chargers,ae78bc32,MS Gony,MS Gony,317293,Right hand Bat,Bowler,Right arm Medium
626,2011,Royal Challengers Bangalore,6821ac10,JJ van der Wath,JJ van der Wath,47693,Right hand Bat,Allrounder,Right arm Medium fast
627,2011,Royal Challengers Bangalore,ce4cc4d5,R Ninan,R Ninan,353669,Right hand Bat,Allrounder,Right arm Offbreak
628,2011,Royal Challengers Bangalore,957532de,S Aravind,S Aravind,290632,Left hand Bat,Bowler,Left arm Medium fast
629,2011,Kolkata Knight Riders,7dc35884,Shakib Al Hasan,Shakib Al Hasan,56143,Left hand Bat,Allrounder,Slow Left arm Orthodox
630,2011,Kolkata Knight Riders,dd09ff8e,B Lee,B Lee,6278,Right hand Bat,Bowler,Right arm Fast
631,2011,Rajasthan Royals,4329fbb5,SR Watson,SR Watson,8180,Right hand Bat,Allrounder,Right arm Fast medium
632,2011,Rajasthan Royals,6ec424a9,ND Doshi,ND Doshi,12440,Right hand Bat,Bowler,Slow Left arm Orthodox
633,2011,Kochi Tuskers Kerala,99d63244,KM Jadhav,KM Jadhav,290716,Right hand Bat,Batting Allrounder,Right arm Offbreak
634,2011,Kochi Tuskers Kerala,0f12f9df,NLTC Perera,NLTC Perera,233514,Left hand Bat,Bowling Allrounder,Right arm Medium fast
635,2011,Kochi Tuskers Kerala,5d096f3d,RR Powar,RR Powar,32391,Right hand Bat,Bowler,Right arm Offbreak
636,2011,Mumbai Indians,bd77eb62,A Symonds,A Symonds,7702,Right hand Bat,Allrounder,"Right arm Medium, Right arm Offbreak"
637,2011,Chennai Super Kings,48fd7349,MEK Hussey,MEK Hussey,5939,Left hand Bat,Middle order Batter,Right arm Medium
638,2011,Kings XI Punjab,5f26df4f,VS Malik,VS Malik,31738,Right hand Bat,Bowler,Right arm Medium
639,2011,Delhi Daredevils,afa7e784,MS Wade,MS Wade,230193,Left hand Bat,Wicketkeeper Batter,NA
640,2011,Delhi Daredevils,2498e163,JR Hopes,JR Hopes,5702,Right hand Bat,Allrounder,Right arm Medium
641,2011,Pune Warriors,2815fe50,AA Jhunjhunwala,AA Jhunjhunwala,29702,Right hand Bat,Batter,Right arm Offbreak
642,2011,Rajasthan Royals,c15e2193,FY Fazal,FY Fazal,28671,Left hand Bat,Opening Batter,Right arm Medium
643,2011,Chennai Super Kings,45c2196c,DE Bollinger,DE Bollinger,4508,Left hand Bat,Bowler,Left arm Fast medium
644,2011,Deccan Chargers,d0513f63,CL White,CL White,8291,Right hand Bat,Middle order Batter,Legbreak Googly
645,2011,Deccan Chargers,2a72fd4f,Harmeet Singh,Harmeet Singh,391128,Right hand Bat,Bowler,Right arm Medium
646,2011,Delhi Daredevils,662c47a6,Y Nagar,Y Nagar,317786,Right hand Bat,Allrounder,Right arm Offbreak
647,2011,Mumbai Indians,2af1b6d2,AN Ahmed,AN Ahmed,228430,Right hand Bat,Bowler,Right arm Medium fast
648,2011,Pune Warriors,5748e866,TD Paine,TD Paine,7252,Right hand Bat,Wicketkeeper Batter,NA
649,2011,Rajasthan Royals,ae091d39,SA Asnodkar,SA Asnodkar,26782,Right hand Bat,Batter,Right arm Offbreak
650,2011,Rajasthan Royals,063b3673,DH Yagnik,DH Yagnik,36071,Left hand Bat,Wicketkeeper,NA
651,2011,Kolkata Knight Riders,b0c772ee,BJ Haddin,BJ Haddin,5560,Right hand Bat,Wicketkeeper Batter,NA
652,2011,Royal Challengers Bangalore,db584dad,CH Gayle,CH Gayle,51880,Left hand Bat,Allrounder,Right arm Offbreak
653,2011,Royal Challengers Bangalore,c64c2443,J Syed Mohammad,J Syed Mohammad,35261,Left hand Bat,Bowler,Slow Left arm Orthodox
654,2011,Chennai Super Kings,9f961c14,Joginder Sharma,Joginder Sharma,29976,Right hand Bat,Allrounder,Right arm Fast medium
655,2011,Delhi Daredevils,fa463154,AB Agarkar,AB Agarkar,26184,Right hand Bat,Bowler,Right arm Fast
656,2011,Delhi Daredevils,0a3d54b9,VR Aaron,VR Aaron,360911,Right hand Bat,Bowler,Right arm Fast
657,2011,Kings XI Punjab,fd835ab3,DJ Hussey,DJ Hussey,5766,Right hand Bat,Allrounder,Right arm Offbreak
658,2011,Kings XI Punjab,2049f3a0,SJ Srivastava,SJ Srivastava,34245,Right hand Bat,Bowler,Left arm Fast medium
659,2011,Pune Warriors,93b4fc78,MK Pandey,MK Pandey,290630,Right hand Bat,Top order Batter,Right arm Medium
660,2011,Pune Warriors,5673a3fc,NL McCullum,NL McCullum,37749,Right hand Bat,Bowler,Right arm Offbreak
661,2011,Pune Warriors,4180d897,JE Taylor,JE Taylor,53191,Right hand Bat,Bowler,Right arm Fast
662,2011,Chennai Super Kings,469ea22b,KMDN Kulasekara,KMDN Kulasekara,49535,Right hand Bat,Bowler,Right arm Fast medium
663,2011,Pune Warriors,3d8feaf8,MR Marsh,MR Marsh,272450,Right hand Bat,Allrounder,Right arm Medium
664,2011,Delhi Daredevils,d2d4bb0a,TR Birt,TR Birt,4292,Left hand Bat,Middle order Batter,Right arm Medium
665,2011,Kolkata Knight Riders,541f85c9,SP Goswami,SP Goswami,302579,Left hand Bat,Wicketkeeper Batter,NA
666,2011,Pune Warriors,28c78fb3,Harpreet Singh,Harpreet Singh,340854,Left hand Bat,Batter,Right arm Medium
667,2011,Pune Warriors,6ef60d3a,Kamran Khan,Kamran Khan,391121,Left hand Bat,Bowler,Left arm Medium fast
668,2011,Royal Challengers Bangalore,d84378a4,M Kaif,M Kaif,29990,Right hand Bat,Batter,Right arm Offbreak
669,2011,Kochi Tuskers Kerala,b970a03f,M Klinger,M Klinger,6161,Right hand Bat,Batter,NA
670,2011,Kochi Tuskers Kerala,af7dadf7,B Akhil,B Akhil,26206,Right hand Bat,Bowler,Right arm Medium fast
671,2011,Kings XI Punjab,c18496e1,Bipul Sharma,Bipul Sharma,35928,Left hand Bat,Allrounder,Slow Left arm Orthodox
672,2011,Mumbai Indians,aaa1b522,TL Suman,TL Suman,34281,Right hand Bat,Batter,Right arm Offbreak
673,2011,Kochi Tuskers Kerala,0c432afb,P Parameswaran,P Parameswaran,279562,Right hand Bat,NA,Left arm Medium
674,2011,Kolkata Knight Riders,f3cb53a1,MV Boucher,MV Boucher,44111,Right hand Bat,Wicketkeeper Batter,NA
675,2011,Mumbai Indians,1efb8a28,AC Blizzard,AC Blizzard,4498,Left hand Bat,Batter,Left arm Medium
676,2011,Mumbai Indians,d2a989fc,DS Kulkarni,DS Kulkarni,277955,Right hand Bat,Bowler,Right arm Medium
677,2011,Deccan Chargers,943fd425,I Malhotra,I Malhotra,31088,Right hand Bat,Bowler,Right arm Medium fast
678,2011,Delhi Daredevils,260fd380,AM Salvi,AM Salvi,34264,Right hand Bat,Bowler,Right arm Medium
679,2011,Kings XI Punjab,8b9704ae,L Ablish,L Ablish,26236,Right hand Bat,Bowler,Right arm Medium fast
680,2011,Chennai Super Kings,fe11caa6,WP Saha,WP Saha,279810,Right hand Bat,Wicketkeeper Batter,NA
681,2011,Delhi Daredevils,c995d726,CA Ingram,CA Ingram,45705,Left hand Bat,Top order Batter,Legbreak
682,2011,Kings XI Punjab,c3a96caf,Mandeep Singh,Mandeep Singh,398506,Right hand Bat,Allrounder,Right arm Medium
683,2011,Kings XI Punjab,facb9086,SD Chitnis,SD Chitnis,337916,Right hand Bat,Batter,Right arm Offbreak
684,2011,Pune Warriors,9b4935c8,CJ Ferguson,CJ Ferguson,5236,Right hand Bat,Middle order Batter,Right arm Medium
685,2011,Pune Warriors,2e81a32d,B Kumar,B Kumar,326016,Right hand Bat,Bowler,Right arm Medium
686,2011,Chennai Super Kings,87e562a9,DJ Bravo,DJ Bravo,51439,Right hand Bat,Allrounder,Right arm Medium
687,2011,Pune Warriors,725529bc,SC Ganguly,SC Ganguly,28779,Left hand Bat,Batter,Right arm Medium
688,2011,Rajasthan Royals,e32d22f6,Pankaj Singh,Pankaj Singh,32973,Right hand Bat,Bowler,Right arm Medium fast
689,2011,Royal Challengers Bangalore,7daedf2f,KB Arun Karthik,KB Arun Karthik,319745,Right hand Bat,Wicketkeeper Batter,NA
690,2011,Royal Challengers Bangalore,16605a1b,AA Kazi,AA Kazi,422106,Left hand Bat,Bowler,Slow Left arm Orthodox
691,2011,Royal Challengers Bangalore,d1c94b25,CK Langeveldt,CK Langeveldt,45963,Right hand Bat,Bowler,Right arm Fast medium
692,2011,Delhi Daredevils,16043342,AB McDonald,AB McDonald,6553,Right hand Bat,Allrounder,Right arm Fast medium
693,2011,Kochi Tuskers Kerala,7bf96684,OA Shah,OA Shah,20123,Right hand Bat,Batter,Right arm Offbreak
694,2011,Deccan Chargers,11df3dc8,MJ Lumb,MJ Lumb,16406,Left hand Bat,Top order Batter,Right arm Medium
695,2011,Deccan Chargers,d2340a43,Anand Rajan,Anand Rajan,26797,Right hand Bat,Bowler,Right arm Medium
696,2011,Royal Challengers Bangalore,b63ab531,LA Pomersbach,LA Pomersbach,232284,Left hand Bat,Batter,Right arm Offbreak
697,2011,Delhi Daredevils,64a4c383,S Sriram,S Sriram,34118,Left hand Bat,Middle order Batter,Slow Left arm Orthodox
698,2011,Kochi Tuskers Kerala,ddb00822,P Prasanth,P Prasanth,32211,Left hand Bat,NA,Slow Left arm Orthodox
699,2011,Kochi Tuskers Kerala,bae11797,Y Gnaneswara Rao,Y Gnaneswara Rao,28830,Right hand Bat,Allrounder,Right arm Medium
700,2011,Rajasthan Royals,0aadc906,PR Shah,PR Shah,34282,Right hand Bat,Wicketkeeper Batter,NA
701,2011,Rajasthan Royals,29d72eb2,AA Chavan,AA Chavan,337913,Left hand Bat,Batter,Slow Left arm Orthodox
702,2011,Pune Warriors,90edaaa9,S Rana,S Rana,33757,Right hand Bat,Bowler,Right arm Medium fast
703,2011,Deccan Chargers,62e07f92,KH Devdhar,KH Devdhar,340063,Right hand Bat,Wicketkeeper,NA
704,2011,Pune Warriors,808f425a,JP Faulkner,JP Faulkner,270484,Right hand Bat,Bowling Allrounder,Left arm Fast medium
705,2011,Pune Warriors,0af3426f,SS Mundhe,SS Mundhe,279862,Right hand Bat,Allrounder,Right arm Medium
706,2011,Mumbai Indians,67af6f81,RW Price,RW Price,55698,Right hand Bat,Bowler,Slow Left arm Orthodox
707,2012,Chennai Super Kings,3355b542,F du Plessis,F du Plessis,44828,Right hand Bat,Middle order Batter,Legbreak
708,2012,Chennai Super Kings,4b57e452,M Vijay,M Vijay,237095,Right hand Bat,Opening Batter,Right arm Offbreak
709,2012,Chennai Super Kings,1dc12ab9,SK Raina,SK Raina,33335,Left hand Bat,Middle order Batter,Right arm Offbreak
710,2012,Chennai Super Kings,87e562a9,DJ Bravo,DJ Bravo,51439,Right hand Bat,Allrounder,Right arm Medium
711,2012,Chennai Super Kings,c3d35165,JA Morkel,JA Morkel,46248,Left hand Bat,Bowling Allrounder,Right arm Medium fast
712,2012,Chennai Super Kings,3576e47e,S Badrinath,S Badrinath,26806,Right hand Bat,Middle order Batter,Right arm Offbreak
713,2012,Chennai Super Kings,4a8a2e3b,MS Dhoni,MS Dhoni,28081,Right hand Bat,Wicketkeeper Batter,NA
714,2012,Chennai Super Kings,fe93fd9d,RA Jadeja,RA Jadeja,234675,Left hand Bat,Allrounder,Slow Left arm Orthodox
715,2012,Chennai Super Kings,495d42a5,R Ashwin,R Ashwin,26421,Right hand Bat,Bowling Allrounder,Right arm Offbreak
716,2012,Chennai Super Kings,c8179c68,SB Jakati,SB Jakati,29655,Left hand Bat,Bowler,Slow Left arm Orthodox
717,2012,Chennai Super Kings,45c2196c,DE Bollinger,DE Bollinger,4508,Left hand Bat,Bowler,Left arm Fast medium
718,2012,Mumbai Indians,18c78b11,RE Levi,RE Levi,46148,Right hand Bat,Opening Batter,Right arm Medium
719,2012,Mumbai Indians,d2c2b2d5,SR Tendulkar,SR Tendulkar,35320,Right hand Bat,Top order Batter,"Right arm Offbreak, Legbreak Googly"
720,2012,Mumbai Indians,740742ef,RG Sharma,RG Sharma,34102,Right hand Bat,Top order Batter,Right arm Offbreak
721,2012,Mumbai Indians,70d205c9,AT Rayudu,AT Rayudu,33141,Right hand Bat,Middle order Batter,Right arm Offbreak
722,2012,Mumbai Indians,cf73ad76,JEC Franklin,JEC Franklin,37004,Left hand Bat,Allrounder,Left arm Medium
723,2012,Mumbai Indians,c03f1114,KD Karthik,KD Karthik,30045,Right hand Bat,Wicketkeeper Batter,NA
724,2012,Mumbai Indians,a757b0d8,KA Pollard,KA Pollard,230559,Right hand Bat,Allrounder,Right arm Medium
725,2012,Mumbai Indians,8b5b6769,Harbhajan Singh,Harbhajan Singh,29264,Right hand Bat,Bowler,Right arm Offbreak
726,2012,Mumbai Indians,a12e1d51,SL Malinga,SL Malinga,49758,Right hand Bat,Bowler,Right arm Fast
727,2012,Mumbai Indians,2af1b6d2,AN Ahmed,AN Ahmed,228430,Right hand Bat,Bowler,Right arm Medium fast
728,2012,Mumbai Indians,6c6591ab,PP Ojha,PP Ojha,32130,Left hand Bat,Bowler,Slow Left arm Orthodox
729,2012,Delhi Daredevils,b8d490fd,AJ Finch,AJ Finch,5334,Right hand Bat,Top order Batter,Slow Left arm Orthodox
730,2012,Delhi Daredevils,8ba8195d,V Sehwag,V Sehwag,35263,Right hand Bat,Top order Batter,Right arm Offbreak
731,2012,Delhi Daredevils,5fa06777,IK Pathan,IK Pathan,32685,Left hand Bat,Allrounder,Left arm Medium fast
732,2012,Delhi Daredevils,b681e71e,GJ Maxwell,GJ Maxwell,325026,Right hand Bat,Batting Allrounder,Right arm Offbreak
733,2012,Delhi Daredevils,890946a0,NV Ojha,NV Ojha,32102,Right hand Bat,Wicketkeeper Batter,NA
734,2012,Delhi Daredevils,fe763256,Y Venugopal Rao,Y Venugopal Rao,35805,Right hand Bat,Middle order Batter,Right arm Offbreak
735,2012,Delhi Daredevils,5bb5a915,M Morkel,M Morkel,46538,Left hand Bat,Bowler,Right arm Fast
736,2012,Delhi Daredevils,662c47a6,Y Nagar,Y Nagar,317786,Right hand Bat,Allrounder,Right arm Offbreak
737,2012,Delhi Daredevils,05c2ca46,RE van der Merwe,RE van der Merwe,47850,Right hand Bat,Allrounder,Slow Left arm Orthodox
738,2012,Delhi Daredevils,cc1e8c68,UT Yadav,UT Yadav,376116,Right hand Bat,Bowler,Right arm Fast
739,2012,Delhi Daredevils,9d80c5e1,S Nadeem,S Nadeem,31872,Right hand Bat,Bowler,Slow Left arm Orthodox
740,2012,Kolkata Knight Riders,b8a55852,BB McCullum,BB McCullum,37737,Right hand Bat,Wicketkeeper Batter,NA
741,2012,Kolkata Knight Riders,86dc8f2e,JH Kallis,JH Kallis,45789,Right hand Bat,Allrounder,Right arm Fast medium
742,2012,Kolkata Knight Riders,bb345e0b,G Gambhir,G Gambhir,28763,Left hand Bat,Top order Batter,Legbreak
743,2012,Kolkata Knight Riders,26e5cabf,MK Tiwary,MK Tiwary,35565,Right hand Bat,Batter,Legbreak Googly
744,2012,Kolkata Knight Riders,3c6ffae8,YK Pathan,YK Pathan,32498,Right hand Bat,Allrounder,Right arm Offbreak
745,2012,Kolkata Knight Riders,7050a1e7,DB Das,DB Das,328163,Right hand Bat,NA,Legbreak Googly
746,2012,Kolkata Knight Riders,b1451597,LR Shukla,LR Shukla,34019,Right hand Bat,Allrounder,Right arm Medium
747,2012,Kolkata Knight Riders,33a364a6,R Bhatia,R Bhatia,26907,Right hand Bat,Allrounder,Right arm Medium fast
748,2012,Kolkata Knight Riders,dd09ff8e,B Lee,B Lee,6278,Right hand Bat,Bowler,Right arm Fast
749,2012,Kolkata Knight Riders,85aae393,Iqbal Abdulla,Iqbal Abdulla,277237,Left hand Bat,Allrounder,Slow Left arm Orthodox
750,2012,Kolkata Knight Riders,d4eef961,M de Lange,M de Lange,393279,Right hand Bat,Bowler,Right arm Fast
751,2012,Mumbai Indians,271f83cd,SA Yadav,SA Yadav,446507,Right hand Bat,Batter,"Right arm Medium, Right arm Offbreak"
752,2012,Mumbai Indians,f0f628c7,MM Patel,MM Patel,32965,Right hand Bat,Bowler,Right arm Medium fast
753,2012,Pune Warriors,93b4fc78,MK Pandey,MK Pandey,290630,Right hand Bat,Top order Batter,Right arm Medium
754,2012,Pune Warriors,725529bc,SC Ganguly,SC Ganguly,28779,Left hand Bat,Batter,Right arm Medium
