,season,team,identifier,name,unique_name,key_cricinfo,batting_style,player_type,bowling_style
217,2009,Kings XI Punjab,7ca5e05d,RS Bopara,RS Bopara,10582,Right hand Bat,Batting Allrounder,Right arm Medium
218,2009,Kings XI Punjab,a1f1829d,K Goel,K Goel,28997,Left hand Bat,NA,Right arm Offbreak
219,2009,Kings XI Punjab,1c914163,Yuvraj Singh,Yuvraj Singh,36084,Left hand Bat,Middle order Batter,Slow Left arm Orthodox
220,2009,Kings XI Punjab,6b71e6cf,KC Sangakkara,KC Sangakkara,50710,Left hand Bat,Wicketkeeper Batter,NA
221,2009,Kings XI Punjab,d18f9182,DPMD Jayawardene,DPMD Jayawardene,49289,Right hand Bat,Batter,Right arm Medium
222,2009,Kings XI Punjab,5fa06777,IK Pathan,IK Pathan,32685,Left hand Bat,Allrounder,Left arm Medium fast
223,2009,Kings XI Punjab,98ae73b1,PP Chawla,PP Chawla,32966,Left hand Bat,Bowling Allrounder,Legbreak
224,2009,Kings XI Punjab,40caa465,T Kohli,T Kohli,331855,Right hand Bat,NA,Right arm Medium
225,2009,Kings XI Punjab,5f26df4f,VS Malik,VS Malik,31738,Right hand Bat,Bowler,Right arm Medium
226,2009,Kings XI Punjab,034b4b7d,VRV Singh,VRV Singh,35281,Right hand Bat,NA,Right arm Medium fast
227,2009,Deccan Chargers,2b6e6dec,AC Gilchrist,AC Gilchrist,5390,Left hand Bat,Wicketkeeper Batter,NA
228,2009,Deccan Chargers,e1d1b294,HH Gibbs,HH Gibbs,45224,Right hand Bat,Opening Batter,Right arm Bowler
229,2009,Deccan Chargers,de8cce37,VVS Laxman,VVS Laxman,30750,Right hand Bat,Top order Batter,Right arm Offbreak
230,2009,Deccan Chargers,740742ef,RG Sharma,RG Sharma,34102,Right hand Bat,Top order Batter,Right arm Offbreak
231,2009,Deccan Chargers,57efa3be,SB Styris,SB Styris,38407,Right hand Bat,Allrounder,Right arm Medium
232,2009,Deccan Chargers,fe763256,Y Venugopal Rao,Y Venugopal Rao,35805,Right hand Bat,Middle order Batter,Right arm Offbreak
233,2009,Deccan Chargers,2a72fd4f,Harmeet Singh,Harmeet Singh,391128,Right hand Bat,Bowler,Right arm Medium
234,2009,Deccan Chargers,6c6591ab,PP Ojha,PP Ojha,32130,Left hand Bat,Bowler,Slow Left arm Orthodox
235,2009,Deccan Chargers,c3d1402f,RP Singh,RP Singh,35280,Right hand Bat,Bowler,Left arm Fast medium
236,2009,Deccan Chargers,b720a5d6,DB Ravi Teja,DB Ravi Teja,237701,Right hand Bat,Batter,Legbreak Googly
237,2009,Deccan Chargers,a7c226e1,FH Edwards,FH Edwards,51782,Right hand Bat,Bowler,Right arm Fast
238,2009,Kolkata Knight Riders,b8a55852,BB McCullum,BB McCullum,37737,Right hand Bat,Wicketkeeper Batter,NA
239,2009,Kolkata Knight Riders,db584dad,CH Gayle,CH Gayle,51880,Left hand Bat,Allrounder,Right arm Offbreak
240,2009,Kolkata Knight Riders,725529bc,SC Ganguly,SC Ganguly,28779,Left hand Bat,Batter,Right arm Medium
241,2009,Kolkata Knight Riders,b57f8a9a,BJ Hodge,BJ Hodge,5674,Right hand Bat,Top order Batter,Right arm Offbreak
242,2009,Kolkata Knight Riders,e249fdaa,A Chopra,A Chopra,27639,Right hand Bat,Batter,"Right arm Medium, Right arm Offbreak"
243,2009,Kolkata Knight Riders,b1451597,LR Shukla,LR Shukla,34019,Right hand Bat,Allrounder,Right arm Medium
244,2009,Kolkata Knight Riders,32198ae0,MC Henriques,MC Henriques,5961,Right hand Bat,Allrounder,Right arm Fast medium
245,2009,Kolkata Knight Riders,fa463154,AB Agarkar,AB Agarkar,26184,Right hand Bat,Bowler,Right arm Fast
246,2009,Kolkata Knight Riders,abfeb126,M Kartik,M Kartik,30049,Left hand Bat,Bowler,Slow Left arm Orthodox
247,2009,Kolkata Knight Riders,5bb1a1c4,I Sharma,I Sharma,236779,Right hand Bat,Bowler,Right arm Fast medium
248,2009,Kolkata Knight Riders,66b30f71,AB Dinda,AB Dinda,227712,Right hand Bat,Bowler,Right arm Medium fast
249,2009,Chennai Super Kings,c3d35165,JA Morkel,JA Morkel,46248,Left hand Bat,Bowling Allrounder,Right arm Medium fast
250,2009,Chennai Super Kings,b2b50355,L Balaji,L Balaji,26829,Right hand Bat,Bowler,Right arm Medium fast
251,2009,Chennai Super Kings,4ba44e19,M Muralitharan,M Muralitharan,49636,Right hand Bat,Bowler,Right arm Offbreak
252,2009,Royal Challengers Bangalore,86dc8f2e,JH Kallis,JH Kallis,45789,Right hand Bat,Allrounder,Right arm Fast medium
253,2009,Royal Challengers Bangalore,4d5a1617,R Bishnoi,R Bishnoi,236766,Right hand Bat,NA,Right arm Medium fast
254,2009,Kings XI Punjab,4353bba5,YA Abdulla,YA Abdulla,224367,Left hand Bat,Bowler,Left arm Fast medium
255,2009,Kolkata Knight Riders,297b26da,Yashpal Singh,Yashpal Singh,36130,Right hand Bat,Batter,Right arm Medium
256,2009,Royal Challengers Bangalore,119678fd,KV Sharma,KV Sharma,30288,Left hand Bat,Bowler,Legbreak Googly
257,2009,Delhi Daredevils,96fd40ae,A Nehra,A Nehra,31820,Right hand Bat,Bowler,Left arm Medium fast
258,2009,Kolkata Knight Riders,0604ef16,SB Bangar,SB Bangar,27225,Right hand Bat,NA,Right arm Medium fast
259,2009,Kolkata Knight Riders,ea0cdc12,BAW Mendis,BAW Mendis,268739,Right hand Bat,Bowler,Right arm Offbreak
260,2009,Kolkata Knight Riders,69be866a,Anureet Singh,Anureet Singh,376324,Right hand Bat,Bowler,Right arm Medium
261,2009,Rajasthan Royals,25eeb281,PC Valthaty,PC Valthaty,35630,Right hand Bat,Batter,Right arm Medium
262,2009,Rajasthan Royals,23ac69e6,RJ Quiney,RJ Quiney,211854,Left hand Bat,Batter,Right arm Medium
263,2009,Rajasthan Royals,c69a7b5c,AS Raut,AS Raut,230593,Right hand Bat,Allrounder,Legbreak Googly
264,2009,Kings XI Punjab,3dba85c2,WA Mota,WA Mota,31041,Right hand Bat,NA,Right arm Medium
265,2009,Kings XI Punjab,21ac077a,RR Bose,RR Bose,27572,Right hand Bat,NA,Right arm Fast medium
266,2009,Royal Challengers Bangalore,e32d22f6,Pankaj Singh,Pankaj Singh,32973,Right hand Bat,Bowler,Right arm Medium fast
267,2009,Deccan Chargers,35205dfc,DR Smith,DR Smith,53118,Right hand Bat,Allrounder,Right arm Medium
268,2009,Mumbai Indians,d2a989fc,DS Kulkarni,DS Kulkarni,277955,Right hand Bat,Bowler,Right arm Medium
269,2009,Delhi Daredevils,c42aaf71,M Manhas,M Manhas,31001,Right hand Bat,Allrounder,Right arm Offbreak
270,2009,Delhi Daredevils,6b19d823,A Mishra,A Mishra,31107,Right hand Bat,Bowler,Legbreak
271,2009,Royal Challengers Bangalore,f3cb53a1,MV Boucher,MV Boucher,44111,Right hand Bat,Wicketkeeper Batter,NA
272,2009,Royal Challengers Bangalore,d92e42f5,KP Appanna,KP Appanna,269170,Right hand Bat,NA,Slow Left arm Orthodox
273,2009,Kings XI Punjab,5d096f3d,RR Powar,RR Powar,32391,Right hand Bat,Bowler,Right arm Offbreak
274,2009,Deccan Chargers,bff458c6,AA Bilakhia,AA Bilakhia,26946,Right hand Bat,NA,Right arm Medium
275,2009,Deccan Chargers,8a668774,Shoaib Ahmed,Shoaib Ahmed,317709,Right hand Bat,NA,Right arm Fast medium
276,2009,Kolkata Knight Riders,7023d182,AN Ghosh,AN Ghosh,220435,Right hand Bat,Batter,Right arm Medium
277,2009,Mumbai Indians,709b0bac,SS Tiwary,SS Tiwary,35390,Left hand Bat,Top order Batter,NA
278,2009,Kolkata Knight Riders,710dd98c,MN van Wyk,MN van Wyk,47711,Right hand Bat,Wicketkeeper Batter,NA
279,2009,Kolkata Knight Riders,fe11caa6,WP Saha,WP Saha,279810,Right hand Bat,Wicketkeeper Batter,NA
280,2009,Royal Challengers Bangalore,541f85c9,SP Goswami,SP Goswami,302579,Left hand Bat,Wicketkeeper Batter,NA
281,2009,Royal Challengers Bangalore,05c2ca46,RE van der Merwe,RE van der Merwe,47850,Right hand Bat,Allrounder,Slow Left arm Orthodox
282,2009,Royal Challengers Bangalore,93b4fc78,MK Pandey,MK Pandey,290630,Right hand Bat,Top order Batter,Right arm Medium
283,2009,Chennai Super Kings,c24a2c5d,S Tyagi,S Tyagi,317784,Right hand Bat,Bowler,Right arm Medium
284,2009,Chennai Super Kings,c8179c68,SB Jakati,SB Jakati,29655,Left hand Bat,Bowler,Slow Left arm Orthodox
285,2009,Rajasthan Royals,3d7e087f,SK Trivedi,SK Trivedi,35353,Right hand Bat,Bowler,Right arm Medium
286,2009,Deccan Chargers,aaa1b522,TL Suman,TL Suman,34281,Right hand Bat,Batter,Right arm Offbreak
287,2009,Mumbai Indians,611926bc,GR Napier,GR Napier,17991,Right hand Bat,Bowling Allrounder,Right arm Medium
288,2009,Mumbai Indians,29e95537,AM Rahane,AM Rahane,277916,Right hand Bat,Top order Batter,Right arm Medium
289,2009,Kings XI Punjab,fdedb37c,SM Katich,SM Katich,6128,Left hand Bat,Batter,Left arm Wrist spin
290,2009,Kings XI Punjab,a76d10ba,TM Srivastava,TM Srivastava,35401,Left hand Bat,Top order Batter,Right arm Medium
291,2009,Chennai Super Kings,4b57e452,M Vijay,M Vijay,237095,Right hand Bat,Opening Batter,Right arm Offbreak
292,2009,Delhi Daredevils,dcce6f09,DA Warner,DA Warner,219889,Left hand Bat,Opening Batter,Legbreak
293,2009,Delhi Daredevils,33a364a6,R Bhatia,R Bhatia,26907,Right hand Bat,Allrounder,Right arm Medium fast
294,2009,Rajasthan Royals,d872f52a,LA Carseldine,LA Carseldine,4541,Left hand Bat,Allrounder,Left arm Medium
295,2009,Rajasthan Royals,890946a0,NV Ojha,NV Ojha,32102,Right hand Bat,Wicketkeeper Batter,NA
296,2009,Rajasthan Royals,63bff7f9,SM Harwood,SM Harwood,5605,Right hand Bat,Bowler,Right arm Fast medium
297,2009,Kings XI Punjab,3fca55af,S Sohal,S Sohal,228943,Right hand Bat,Batter,Legbreak
298,2009,Royal Challengers Bangalore,619aa81f,W Jaffer,W Jaffer,29646,Right hand Bat,Top order Batter,Right arm Offbreak
299,2009,Royal Challengers Bangalore,d7a57f75,D du Preez,D du Preez,44938,Right hand Bat,NA,Right arm Fast medium
300,2009,Deccan Chargers,12eddf28,RJ Harris,RJ Harris,5779,Right hand Bat,Bowler,Right arm Fast
301,2009,Kings XI Punjab,6b8eb6e5,S Sreesanth,S Sreesanth,34274,Right hand Bat,Bowler,Right arm Fast medium
302,2009,Rajasthan Royals,5b040b81,A Singh,A Singh,26789,Right hand Bat,Bowler,Right arm Medium fast
303,2009,Rajasthan Royals,5bb5a915,M Morkel,M Morkel,46538,Left hand Bat,Bowler,Right arm Fast
304,2009,Chennai Super Kings,5056011d,GJ Bailey,GJ Bailey,4451,Right hand Bat,Top order Batter,Right arm Medium
305,2009,Mumbai Indians,0fa5042b,L Ronchi,L Ronchi,7502,Right hand Bat,Wicketkeeper Batter,NA
306,2009,Deccan Chargers,bd77eb62,A Symonds,A Symonds,7702,Right hand Bat,Allrounder,"Right arm Medium, Right arm Offbreak"
307,2009,Kings XI Punjab,dd09ff8e,B Lee,B Lee,6278,Right hand Bat,Bowler,Right arm Fast
308,2009,Kolkata Knight Riders,caa89a48,SS Sarkar,SS Sarkar,34402,Right hand Bat,NA,Right arm Medium
309,2009,Mumbai Indians,4e04666c,YV Takawale,YV Takawale,35357,Right hand Bat,NA,NA
310,2009,Mumbai Indians,f24ca2ba,C Nanda,C Nanda,32093,Right hand Bat,NA,Legbreak
311,2009,Royal Challengers Bangalore,66cf56a5,A Mithun,A Mithun,310958,Right hand Bat,Bowler,Right arm Medium
312,2009,Deccan Chargers,bcce309e,WPUJC Vaas,WPUJC Vaas,50804,Left hand Bat,Bowler,Left arm Fast medium
313,2009,Kings XI Punjab,b63ab531,LA Pomersbach,LA Pomersbach,232284,Left hand Bat,Batter,Right arm Offbreak
314,2009,Kolkata Knight Riders,fd835ab3,DJ Hussey,DJ Hussey,5766,Right hand Bat,Allrounder,Right arm Offbreak
315,2009,Kolkata Knight Riders,896d78ad,AD Mathews,AD Mathews,49764,Right hand Bat,Allrounder,Right arm Medium
316,2009,Rajasthan Royals,facb9086,SD Chitnis,SD Chitnis,337916,Right hand Bat,Batter,Right arm Offbreak
317,2009,Rajasthan Royals,7c503806,J Botha,J Botha,44149,Right hand Bat,Allrounder,Right arm Offbreak
318,2009,Delhi Daredevils,ab89348d,MF Maharoof,MF Maharoof,49638,Right hand Bat,Allrounder,Right arm Fast medium
319,2009,Kolkata Knight Riders,e186f49c,Mashrafe Mortaza,Mashrafe Mortaza,56007,Right hand Bat,Bowler,Right arm Fast medium
320,2009,Kolkata Knight Riders,5f5d3ad4,SS Shaikh,SS Shaikh,377437,Right hand Bat,NA,Right arm Medium
321,2009,Deccan Chargers,d7b3a420,Jaskaran Singh,Jaskaran Singh,376102,Right hand Bat,Bowler,Right arm Medium
322,2009,Delhi Daredevils,16043342,AB McDonald,AB McDonald,6553,Right hand Bat,Allrounder,Right arm Fast medium
323,2009,Delhi Daredevils,662c47a6,Y Nagar,Y Nagar,317786,Right hand Bat,Allrounder,Right arm Offbreak
324,2009,Kolkata Knight Riders,d1c94b25,CK Langeveldt,CK Langeveldt,45963,Right hand Bat,Bowler,Right arm Fast medium
325,2009,Mumbai Indians,2bb09eb2,Mohammad Ashraful,Mohammad Ashraful,55988,Right hand Bat,Middle order Batter,"Right arm Offbreak, Legbreak"
326,2009,Mumbai Indians,7c390b03,RA Shaikh,RA Shaikh,279460,Left hand Bat,NA,Left arm Medium
327,2009/10,Deccan Chargers,2b6e6dec,AC Gilchrist,AC Gilchrist,5390,Left hand Bat,Wicketkeeper Batter,NA
328,2009/10,Deccan Chargers,de8cce37,VVS Laxman,VVS Laxman,30750,Right hand Bat,Top order Batter,Right arm Offbreak
329,2009/10,Deccan Chargers,e1d1b294,HH Gibbs,HH Gibbs,45224,Right hand Bat,Opening Batter,Right arm Bowler
330,2009/10,Deccan Chargers,bd77eb62,A Symonds,A Symonds,7702,Right hand Bat,Allrounder,"Right arm Medium, Right arm Offbreak"
331,2009/10,Deccan Chargers,740742ef,RG Sharma,RG Sharma,34102,Right hand Bat,Top order Batter,Right arm Offbreak
332,2009/10,Deccan Chargers,7bb62642,Anirudh Singh,Anirudh Singh,26252,Left hand Bat,NA,Right arm Medium
333,2009/10,Deccan Chargers,aaa1b522,TL Suman,TL Suman,34281,Right hand Bat,Batter,Right arm Offbreak
334,2009/10,Deccan Chargers,bcce309e,WPUJC Vaas,WPUJC Vaas,50804,Left hand Bat,Bowler,Left arm Fast medium
335,2009/10,Deccan Chargers,d7b3a420,Jaskaran Singh,Jaskaran Singh,376102,Right hand Bat,Bowler,Right arm Medium
336,2009/10,Deccan Chargers,c3d1402f,RP Singh,RP Singh,35280,Right hand Bat,Bowler,Left arm Fast medium
337,2009/10,Deccan Chargers,6c6591ab,PP Ojha,PP Ojha,32130,Left hand Bat,Bowler,Slow Left arm Orthodox
338,2009/10,Kolkata Knight Riders,26e5cabf,MK Tiwary,MK Tiwary,35565,Right hand Bat,Batter,Legbreak Googly
339,2009/10,Kolkata Knight Riders,b57f8a9a,BJ Hodge,BJ Hodge,5674,Right hand Bat,Top order Batter,Right arm Offbreak
340,2009/10,Kolkata Knight Riders,725529bc,SC Ganguly,SC Ganguly,28779,Left hand Bat,Batter,Right arm Medium
341,2009/10,Kolkata Knight Riders,d4f9dbd4,CA Pujara,CA Pujara,32540,Right hand Bat,Top order Batter,Legbreak
342,2009/10,Kolkata Knight Riders,7bf96684,OA Shah,OA Shah,20123,Right hand Bat,Batter,Right arm Offbreak
343,2009/10,Kolkata Knight Riders,896d78ad,AD Mathews,AD Mathews,49764,Right hand Bat,Allrounder,Right arm Medium
344,2009/10,Kolkata Knight Riders,fe11caa6,WP Saha,WP Saha,279810,Right hand Bat,Wicketkeeper Batter,NA
345,2009/10,Kolkata Knight Riders,b1451597,LR Shukla,LR Shukla,34019,Right hand Bat,Allrounder,Right arm Medium
346,2009/10,Kolkata Knight Riders,abfeb126,M Kartik,M Kartik,30049,Left hand Bat,Bowler,Slow Left arm Orthodox
347,2009/10,Kolkata Knight Riders,d1c94b25,CK Langeveldt,CK Langeveldt,45963,Right hand Bat,Bowler,Right arm Fast medium
348,2009/10,Kolkata Knight Riders,5bb1a1c4,I Sharma,I Sharma,236779,Right hand Bat,Bowler,Right arm Fast medium
349,2009/10,Delhi Daredevils,bb345e0b,G Gambhir,G Gambhir,28763,Left hand Bat,Top order Batter,Legbreak
350,2009/10,Delhi Daredevils,8ba8195d,V Sehwag,V Sehwag,35263,Right hand Bat,Top order Batter,Right arm Offbreak
351,2009/10,Delhi Daredevils,5bdcdb72,TM Dilshan,TM Dilshan,48472,Right hand Bat,Allrounder,Right arm Offbreak
352,2009/10,Delhi Daredevils,c4487b84,AB de Villiers,AB de Villiers,44936,Right hand Bat,Wicketkeeper Batter,NA
353,2009/10,Delhi Daredevils,c03f1114,KD Karthik,KD Karthik,30045,Right hand Bat,Wicketkeeper Batter,NA
354,2009/10,Delhi Daredevils,c42aaf71,M Manhas,M Manhas,31001,Right hand Bat,Allrounder,Right arm Offbreak
355,2009/10,Delhi Daredevils,ab89348d,MF Maharoof,MF Maharoof,49638,Right hand Bat,Allrounder,Right arm Fast medium
356,2009/10,Delhi Daredevils,6b19d823,A Mishra,A Mishra,31107,Right hand Bat,Bowler,Legbreak
357,2009/10,Delhi Daredevils,9fc0ef64,PJ Sangwan,PJ Sangwan,279545,Right hand Bat,Bowler,Left arm Medium
358,2009/10,Delhi Daredevils,93a17209,VY Mahesh,VY Mahesh,31732,Right hand Bat,Allrounder,Right arm Medium fast
359,2009/10,Delhi Daredevils,c404f58a,DP Nannes,DP Nannes,6981,Right hand Bat,Bowler,Left arm Fast
360,2009/10,Kings XI Punjab,7ca5e05d,RS Bopara,RS Bopara,10582,Right hand Bat,Batting Allrounder,Right arm Medium
361,2009/10,Kings XI Punjab,5afd4539,MS Bisla,MS Bisla,27280,Right hand Bat,Wicketkeeper,NA
362,2009/10,Kings XI Punjab,6b71e6cf,KC Sangakkara,KC Sangakkara,50710,Left hand Bat,Wicketkeeper Batter,NA
363,2009/10,Kings XI Punjab,1c914163,Yuvraj Singh,Yuvraj Singh,36084,Left hand Bat,Middle order Batter,Slow Left arm Orthodox
364,2009/10,Kings XI Punjab,d18f9182,DPMD Jayawardene,DPMD Jayawardene,49289,Right hand Bat,Batter,Right arm Medium
365,2009/10,Kings XI Punjab,5fa06777,IK Pathan,IK Pathan,32685,Left hand Bat,Allrounder,Left arm Medium fast
366,2009/10,Kings XI Punjab,d84378a4,M Kaif,M Kaif,29990,Right hand Bat,Batter,Right arm Offbreak
367,2009/10,Kings XI Punjab,98ae73b1,PP Chawla,PP Chawla,32966,Left hand Bat,Bowling Allrounder,Legbreak
368,2009/10,Kings XI Punjab,5d096f3d,RR Powar,RR Powar,32391,Right hand Bat,Bowler,Right arm Offbreak
369,2009/10,Kings XI Punjab,6b8eb6e5,S Sreesanth,S Sreesanth,34274,Right hand Bat,Bowler,Right arm Fast medium
370,2009/10,Kings XI Punjab,4353bba5,YA Abdulla,YA Abdulla,224367,Left hand Bat,Bowler,Left arm Fast medium
371,2009/10,Mumbai Indians,f233bbb4,ST Jayasuriya,ST Jayasuriya,49209,Left hand Bat,Allrounder,Slow Left arm Orthodox
372,2009/10,Mumbai Indians,d2c2b2d5,SR Tendulkar,SR Tendulkar,35320,Right hand Bat,Top order Batter,"Right arm Offbreak, Legbreak Googly"
373,2009/10,Mumbai Indians,855a210c,AP Tare,AP Tare,333904,Right hand Bat,Wicketkeeper,NA
374,2009/10,Mumbai Indians,709b0bac,SS Tiwary,SS Tiwary,35390,Left hand Bat,Top order Batter,NA
375,2009/10,Mumbai Indians,70d205c9,AT Rayudu,AT Rayudu,33141,Right hand Bat,Middle order Batter,Right arm Offbreak
376,2009/10,Mumbai Indians,626c5379,R Sathish,R Sathish,33870,Right hand Bat,Allrounder,Right arm Medium
377,2009/10,Mumbai Indians,8b5b6769,Harbhajan Singh,Harbhajan Singh,29264,Right hand Bat,Bowler,Right arm Offbreak
378,2009/10,Mumbai Indians,c654af19,R McLaren,R McLaren,46393,Left hand Bat,Allrounder,Right arm Medium fast
379,2009/10,Mumbai Indians,91a4a398,Z Khan,Z Khan,30102,Right hand Bat,Bowler,Left arm Fast medium
380,2009/10,Mumbai Indians,a12e1d51,SL Malinga,SL Malinga,49758,Right hand Bat,Bowler,Right arm Fast
381,2009/10,Mumbai Indians,ef5da05c,AG Murtaza,AG Murtaza,26490,Left hand Bat,Bowler,Slow Left arm Orthodox
382,2009/10,Rajasthan Royals,72861603,GC Smith,GC Smith,47270,Left hand Bat,Opening Batter,Right arm Offbreak
383,2009/10,Rajasthan Royals,ae091d39,SA Asnodkar,SA Asnodkar,26782,Right hand Bat,Batter,Right arm Offbreak
384,2009/10,Rajasthan Royals,890946a0,NV Ojha,NV Ojha,32102,Right hand Bat,Wicketkeeper Batter,NA
385,2009/10,Rajasthan Royals,2815fe50,AA Jhunjhunwala,AA Jhunjhunwala,29702,Right hand Bat,Batter,Right arm Offbreak
386,2009/10,Rajasthan Royals,3c6ffae8,YK Pathan,YK Pathan,32498,Right hand Bat,Allrounder,Right arm Offbreak
387,2009/10,Rajasthan Royals,2728e7e9,P Dogra,P Dogra,28160,Right hand Bat,Batter,Legbreak
388,2009/10,Rajasthan Royals,3edb58fc,AD Mascarenhas,AD Mascarenhas,16932,Right hand Bat,Allrounder,Right arm Fast medium
389,2009/10,Rajasthan Royals,fdcb08c2,A Uniyal,A Uniyal,35586,Left hand Bat,NA,Left arm Medium
390,2009/10,Rajasthan Royals,bb18be76,SK Warne,SK Warne,8166,Right hand Bat,Bowler,Legbreak Googly
391,2009/10,Rajasthan Royals,6ef60d3a,Kamran Khan,Kamran Khan,391121,Left hand Bat,Bowler,Left arm Medium fast
392,2009/10,Rajasthan Royals,addfb70e,SW Tait,SW Tait,8076,Right hand Bat,Bowler,Right arm Fast
393,2009/10,Chennai Super Kings,4b57e452,M Vijay,M Vijay,237095,Right hand Bat,Opening Batter,Right arm Offbreak
394,2009/10,Chennai Super Kings,d8699ab7,ML Hayden,ML Hayden,5616,Left hand Bat,Opening Batter,Right arm Medium
395,2009/10,Chennai Super Kings,1dc12ab9,SK Raina,SK Raina,33335,Left hand Bat,Middle order Batter,Right arm Offbreak
396,2009/10,Chennai Super Kings,3576e47e,S Badrinath,S Badrinath,26806,Right hand Bat,Middle order Batter,Right arm Offbreak
397,2009/10,Chennai Super Kings,6581d753,JM Kemp,JM Kemp,45797,Right hand Bat,Bowling Allrounder,Right arm Fast medium
398,2009/10,Chennai Super Kings,4a8a2e3b,MS Dhoni,MS Dhoni,28081,Right hand Bat,Wicketkeeper Batter,NA
399,2009/10,Chennai Super Kings,c3d35165,JA Morkel,JA Morkel,46248,Left hand Bat,Bowling Allrounder,Right arm Medium fast
400,2009/10,Chennai Super Kings,495d42a5,R Ashwin,R Ashwin,26421,Right hand Bat,Bowling Allrounder,Right arm Offbreak
401,2009/10,Chennai Super Kings,b2b50355,L Balaji,L Balaji,26829,Right hand Bat,Bowler,Right arm Medium fast
402,2009/10,Chennai Super Kings,4ba44e19,M Muralitharan,M Muralitharan,49636,Right hand Bat,Bowler,Right arm Offbreak
403,2009/10,Chennai Super Kings,c24a2c5d,S Tyagi,S Tyagi,317784,Right hand Bat,Bowler,Right arm Medium
404,2009/10,Kolkata Knight Riders,9ff100a6,RS Gavaskar,RS Gavaskar,28792,Left hand Bat,NA,Slow Left arm Orthodox
405,2009/10,Royal Challengers Bangalore,86dc8f2e,JH Kallis,JH Kallis,45789,Right hand Bat,Allrounder,Right arm Fast medium
406,2009/10,Royal Challengers Bangalore,541f85c9,SP Goswami,SP Goswami,302579,Left hand Bat,Wicketkeeper Batter,NA
407,2009/10,Royal Challengers Bangalore,93b4fc78,MK Pandey,MK Pandey,290630,Right hand Bat,Top order Batter,Right arm Medium
408,2009/10,Royal Challengers Bangalore,ba607b88,V Kohli,V Kohli,253802,Right hand Bat,Top order Batter,Right arm Medium
409,2009/10,Royal Challengers Bangalore,d2a6c0e6,EJG Morgan,EJG Morgan,24598,Left hand Bat,Middle order Batter,Right arm Medium
410,2009/10,Royal Challengers Bangalore,0184dc35,R Dravid,R Dravid,28114,Right hand Bat,Top order Batter,Right arm Offbreak
411,2009/10,Royal Challengers Bangalore,1c17e270,RV Uthappa,RV Uthappa,35582,Right hand Bat,Batter,Right arm Medium
412,2009/10,Royal Challengers Bangalore,05c2ca46,RE van der Merwe,RE van der Merwe,47850,Right hand Bat,Allrounder,Slow Left arm Orthodox
413,2009/10,Royal Challengers Bangalore,e938e1bc,P Kumar,P Kumar,30732,Right hand Bat,Bowler,Right arm Medium
